user_id,final_outbreak,std_outbreak,attack_rate,epidemic_probability,peak_infection,time_to_peak,duration,R0,growth_rate,strength,pagerank,eigenvector_centrality,approximate_current_flow_betweenness,clustering
4307,924.2,387.83277324125146,0.7987899740708729,0.85,784.3,3.15,42.35,11.05,0.985423129927931,734.4533522480159,0.0010048901565769771,0.033067470397283055,0.0011578636106759621,0.7171575644721275
909,924.2,387.8357384254319,0.7987899740708729,0.85,777.9,3.05,43.6,12.65,0.9403952782333856,793.6229577133305,0.0010830215753869121,0.0349447959597878,0.001385569736290861,0.6945388043028838
5450,924.2,387.8305815688082,0.7987899740708729,0.85,786.25,2.75,44.1,14.85,0.8923580971081728,881.6184498975249,0.0012369966073046221,0.03754282994196695,0.001545470782463983,0.6615538314737128
6907,924.2,387.83019480179723,0.7987899740708729,0.85,776.85,2.95,42.6,12.95,0.9305258495192352,783.7957994245874,0.0010695725236101656,0.03469096291602942,0.0012428879045291586,0.7021713302607543
1494,924.2,387.8379300687337,0.7987899740708729,0.85,778.8,3.1,43.0,11.9,0.9517457385675264,651.7362160926269,0.0009018854551616842,0.030054074523323867,0.0010410444293636625,0.7293447575077358
6026,924.2,387.8273584985979,0.7987899740708729,0.85,791.35,2.8,43.85,15.75,0.8788289031300862,887.1685308131134,0.0013014808465781126,0.03770442378348721,0.001554401777639073,0.6596490969987203
41,924.2,387.82993695690897,0.7987899740708729,0.85,785.25,3.35,43.45,7.7,1.0878529757553121,469.0010139762413,0.0006814981499643571,0.022704410600399558,0.0008099537603069932,0.7202845193356737
5969,924.2,387.8352227428551,0.7987899740708729,0.85,776.6,3.0,42.65,12.8,0.9319070106878611,730.3515934633841,0.0009997096567032232,0.03293604656140821,0.0011544616874882843,0.7187427184768352
1626,924.15,387.8124901289282,0.7987467588591184,0.85,783.6,2.9,44.3,15.0,0.8923757364090611,912.4688608857524,0.00157932926091823,0.038346962416078996,0.004648042339464186,0.646785910449983
4671,924.1,387.79477820104796,0.7987035436473638,0.85,782.05,3.1,44.15,12.2,0.9517504405827552,679.9401543663242,0.0009360210412473651,0.03113649149126631,0.001047551717175562,0.7282735092317548
2631,924.1,387.79361779173206,0.7987035436473638,0.85,777.25,2.85,42.5,11.45,0.9602594293559572,780.5334958915911,0.001100539174493938,0.03456608789552802,0.0012398640947049468,0.7016194119669986
6384,924.05,387.77009619102915,0.7986603284356093,0.85,816.65,3.4,45.45,2.7,1.3610551578047154,154.50555349854992,0.0004234135107921671,0.007923482600872655,0.00038340351427383114,0.7030757520169119
